,SSOId,Visitors,Visits/Visitors,Visits,VisitorsApp,VisitorsWeb,VisitorsAmp,StartDay
61,92D34EC959C6B7A2F75ACB9E3EA433217323813AF7CC2EE331379AE054B246B5,1.0,1.0,1.0,0.0,1.0,0.0,20200425
62,A21D9AD1278C105A622B606DAD0728A2D4072A8A20178D7ABFC9E2E4AB8ED30C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
63,BD04153C03E696F9BEC6616E7EDFD92BE66787ADE160177E8E21AA8F8840F0D1,1.0,1.0,1.0,0.0,1.0,0.0,20200425
64,4E198CA48512207617F0BA558147629DCAFFB7518561A967AFA8DD4346EFFE8D,1.0,1.0,1.0,0.0,1.0,0.0,20200425
65,2C36A66C3C1D92EB5347E88A53B2F74F0DE6C6E3807654882D69419FBB453A39,1.0,1.0,1.0,0.0,1.0,0.0,20200425
66,4A987E9EB13A185C0F8A15A3150942186E6D1AC1C51CAA9B75EE8017A13B6943,1.0,1.0,1.0,0.0,1.0,0.0,20200425
67,0DC03BEBAD0B00222030512F03EE16CF52ED363D507DBD3A0D04F14D69833DB9,1.0,1.0,1.0,0.0,1.0,0.0,20200425
68,EB7FD3E2D5A7457B746F47909C92900CC9102FB3838A6D53A1992235219E42CC,1.0,1.0,1.0,0.0,1.0,0.0,20200425
69,5E9CC65AD6B33AEB02BF0B5C999CE9B1FF8991D8DD5AB02DCA3256FEBDD1B800,1.0,1.0,1.0,0.0,1.0,0.0,20200425
70,66D00721791C8B0A299261148C5A05895863CE12F5EFDD86E27189836F024CEE,1.0,1.0,1.0,0.0,1.0,0.0,20200425
71,242BAC6BA3FAED26D1474A338788D0558A66F50454D4CDD1F2FE63491369E0EF,1.0,1.0,1.0,0.0,1.0,0.0,20200425
72,E6E7BEA3DC8E2D26A15BA329E0E546FC86C4B1899CFD99B9EEF48679DA1E25B5,1.0,1.0,1.0,0.0,1.0,0.0,20200425
73,5DD5B5412B0C55FE5BF91966C170602CDB1A6B46E731794EE82065EC577F6858,1.0,1.0,1.0,0.0,1.0,0.0,20200425
74,C3DB680230312F1926EC510916ACC5F33972BECDA7FA4B57AC8A686C777CAA99,1.0,1.0,1.0,0.0,1.0,0.0,20200425
75,19E0826A43EAC427946F572C76E9524CB1915EE1A6A31BE69BD870003AB7E876,1.0,1.0,1.0,0.0,1.0,0.0,20200425
76,D1F147259F723EAE4837C2B944CF4DEDCC652CF3A282916E6622494F512D4FDC,1.0,1.0,1.0,0.0,1.0,0.0,20200425
77,5B227E9340BBB4F882B1DA86E2B531EB62B08DF2CFBB832C207DB667EDBB7BE2,1.0,1.0,1.0,0.0,1.0,0.0,20200425
78,48325B76EFCB3862EC9557C5CCE808BBAF0EE5C6F3E23962E9A0E2FBDDD6AC92,1.0,1.0,1.0,0.0,1.0,0.0,20200425
79,5775C1A5C7495A15AC85A57B92EAAE5E8CF1519A4DBCBEFB1CFF3753AA3C1089,1.0,1.0,1.0,0.0,1.0,0.0,20200425
80,13786ED2C463639877D9A57BC1800B43EBA668D7303D3DD8AF189BFBB7373E01,1.0,1.0,1.0,0.0,1.0,0.0,20200425
81,A4E541863E558D777007401A62D0F2DE7AE317ADA82D70A9E6377E8C8E3AA0E7,1.0,1.0,1.0,0.0,1.0,0.0,20200425
82,E07761EB3EF157E0BB48422CCC9E7DC92A35DC429B7E4552AAA288D575E7B0EF,1.0,1.0,1.0,0.0,1.0,0.0,20200425
83,056EC25798CC4110DEE5E4EBFDD03D9903DAE88D6065EC8C0C738D72CE350738,1.0,1.0,1.0,0.0,1.0,0.0,20200425
84,E5431F97652AF7E3528EDDEEB402377D6B80A92D8FF778DC66C1CF1ACDFBDD14,1.0,1.0,1.0,0.0,1.0,0.0,20200425
85,D241ECC7FD95FDC1B44A2CBC9DB69953AC5DEDE8F80762E9720F7B09511AC0DE,1.0,1.0,1.0,0.0,1.0,0.0,20200425
86,F8EA511C9D476628B762C479535B336CB7DFF1CAF869131A4C72A9B8ACF0155A,1.0,1.0,1.0,0.0,1.0,0.0,20200425
87,727339BF7087AB7357D9BD601B6C824D9078AFED319A3B3A6CC67AAE29008030,1.0,1.0,1.0,0.0,1.0,0.0,20200425
88,C402F18A827D1B1FEB01DEF001779F4E900A98A71F66405DFCB143FAD28157B3,1.0,1.0,1.0,0.0,1.0,0.0,20200425
89,FBBEB1CA28BFBFC1FF4555FA6C54AC4F26653BB1E0CD8A3EF631C353C81B4EBE,1.0,1.0,1.0,0.0,1.0,0.0,20200425
90,FD90A84C503A86DF21F6733DECF0F6D3A606624682B32D8044D36F4E7AD45E28,1.0,1.0,1.0,0.0,1.0,0.0,20200425
91,2A3A40608C94475F05210A0F7636761AAEBA204917655D2772AFE92F739D9444,1.0,1.0,1.0,0.0,1.0,0.0,20200425
92,8BA1115229F4C274B89712061163D605B3C42F1AF939F71D567410C8A988D166,1.0,1.0,1.0,0.0,1.0,0.0,20200425
93,A171A6424D60924F035625C0C2CEADBC6F0364F242759E7F7D90869BC0115C7E,1.0,1.0,1.0,0.0,1.0,0.0,20200425
94,1A5FBABD74FE147BDE3189805B46692D886DFBBD7359025CBBC48958813EE49C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
95,12CC2263211FCB7158CFAF49DF0F9C8FA55B9D56006EF4783ED1E1F84AB6EA65,1.0,1.0,1.0,0.0,1.0,0.0,20200425
96,637A04116C411D5A4CDEEF9CB69AF49D8F6EC3510E13365B7D47D2860679C871,1.0,1.0,1.0,0.0,1.0,0.0,20200425
97,D7DCF15192717A9E9E8BBBDEF45E682584CAAD67187DB13B593EBEA70CE4B942,1.0,1.0,1.0,0.0,1.0,0.0,20200425
98,9DE1E8B22B211037ECE6B903AFDD43B37BF16A6F31ACE106EC946C50E7D30DA9,1.0,1.0,1.0,0.0,1.0,0.0,20200425
99,31B583D8449B1EFEB75FBDE279F658DCD24C5D0B01BBED1FB481FB60214604D1,1.0,1.0,1.0,0.0,1.0,0.0,20200425
100,278B99A70AB63FB30EEB8F86A37040B1DBD5A194E5FAE4D374753E6EE8F1ED46,1.0,1.0,1.0,0.0,1.0,0.0,20200425
101,AD7DE25AAA9C4F411E13FF350C8C6B9972C3CB1F6905517A5DD71700F2C66E58,1.0,1.0,1.0,0.0,1.0,0.0,20200425
102,DF66BCFC3C8DF91A4A48EB06DC49549EBA0AD27002CBC6C4C0B531CB2C327796,1.0,1.0,1.0,0.0,1.0,0.0,20200425
103,034710ACF8ED2D958B51DA55CCBF678E5F2DE9172A9909344F9D68F11A3E3B06,1.0,1.0,1.0,0.0,1.0,0.0,20200425
104,402FB31CA62B851AE2BC8C571FE04D4394324D0711A91B57E2B1763B363A81AE,1.0,1.0,1.0,0.0,1.0,0.0,20200425
105,D489B985EAE6FCB1AC6716C5D0731EC984FAEF773E0A72279D9C0E5A61D19A86,1.0,1.0,1.0,0.0,1.0,0.0,20200425
106,1E6D5C7970679FD78515B0ECAADA55E69437E937803F99BA1970AD83A3A9A40A,1.0,1.0,1.0,0.0,1.0,0.0,20200425
107,9A6D1FD27ECA709439496731E6D7FA97EA35A333E0C423848840BA0767C3D883,1.0,1.0,1.0,0.0,1.0,0.0,20200425
108,79FA3660094088DD4A1C4CB39A816CE9FA39572B1D87EC3249602F5CEEEBEF69,1.0,1.0,1.0,0.0,1.0,0.0,20200425
109,0B38777F2DD1EDF524A7E43D35C6209EB54055D0516129E0554345B42FBF064D,1.0,1.0,1.0,0.0,1.0,0.0,20200425
110,4C9E8A0956B62ED962E8DD89C01FCFB0751E6F0B26EDA8330801DF868703F460,1.0,1.0,1.0,0.0,1.0,0.0,20200425
111,AB8CB730DF90ADDF94000C73A48FAE29463DAF2F1002CA5C6C2B7C1C92F50A68,1.0,1.0,1.0,0.0,1.0,0.0,20200425
112,88DC654B58037AC655C3F7E92D390ABA3B7C17E4A903A2807FA6F51555AE0F32,1.0,1.0,1.0,0.0,1.0,0.0,20200425
113,DB2153712ED77D4F806C26753A1B1DAE4C7BD61111F79F01659A22575F282FED,1.0,1.0,1.0,0.0,1.0,0.0,20200425
114,60BCA43313E2A01CDD33A25D955CE6B08A83C87E9F2BB1B0C332020F170AC931,1.0,1.0,1.0,0.0,1.0,0.0,20200425
115,523F94F3688379D68C066174661686E458CFC973475D0E5B5DAA83C12E74D69A,1.0,1.0,1.0,0.0,1.0,0.0,20200425
116,C92888C2FD3D8F69C26C034D5944245AF4E63A19659EC035A7C050175A90D50B,1.0,1.0,1.0,0.0,1.0,0.0,20200425
117,3F33143B5D0DB56B7ABAC27240500560B9B4B83A2C19CFD35AB306C085F6EF5F,1.0,1.0,1.0,0.0,1.0,0.0,20200425
118,8136CF6E91DA9EEA82C13E8B6DAD05B1C4BD236CDEDDDB333BC66BB950096414,1.0,1.0,1.0,0.0,1.0,0.0,20200425
119,3F3D48C091E77E9B397E2EA0FC476C853A9B81D82B8EB5AD6B35C16D148A2F4D,1.0,1.0,1.0,0.0,1.0,0.0,20200425
120,1D1CE6BE15C847DD3EFB198D8EE0277436A37544283EF3DD94F94E642DC6CF12,1.0,1.0,1.0,0.0,1.0,0.0,20200425
121,ABF785DD929F5228FE12ACA6BD5E3FA45B07E44EFF87B96E815AF611BB79F1A6,1.0,1.0,1.0,0.0,1.0,0.0,20200425
122,BFAAFE32A663A5D33B99A9A23FA3BA0BF488A674849AD69A13E7BBAC45561F28,1.0,1.0,1.0,0.0,1.0,0.0,20200425
123,456F336D1E1CF042D23D1C3AA3BD1788A29D2E592980925095BAE462044A63AA,1.0,1.0,1.0,0.0,1.0,0.0,20200425
124,40B11D13BC799F30CC5AAF60C7A0AEFE093E04B07D836621CC8266258BB43F62,1.0,1.0,1.0,0.0,1.0,0.0,20200425
125,AEA33AF42572CB297F3C7FE72BD97547F46D4432732BB3435878265A4A0AC927,1.0,1.0,1.0,0.0,1.0,0.0,20200425
126,E5E3AA90E4DC5983749201E36D22EE85E1BA167BC46555FF96528CAFE7A28E80,1.0,1.0,1.0,0.0,1.0,0.0,20200425
127,A7267C23DE2B68B09ADE60375699B8F770DE2D6591E963928754A4D74F5BA9D7,1.0,1.0,1.0,0.0,1.0,0.0,20200425
128,1C1135072AC6E579D426F6F0A39F969B93CC897285C36D0F3B19DBA0068487CD,1.0,1.0,1.0,0.0,1.0,0.0,20200425
129,753F577039D7718FF830E4E0B543EB911D676ADF7CB0CD12B7732EEAACF4B2DD,1.0,1.0,1.0,0.0,1.0,0.0,20200425
130,B2B089BC4C8D6015193B84CA53CB805D09BD2AF844D9E709937FD3E41A6EFB8A,1.0,1.0,1.0,0.0,1.0,0.0,20200425
131,8EF4067490A5617EE3BDF542D4604CE8096150A80126BE5E4D4BF4829CCB68E3,1.0,1.0,1.0,0.0,1.0,0.0,20200425
132,76A1A02A5B92DB052491E377A692CFD624F53A57B807A71640A35700A4FAE386,1.0,1.0,1.0,0.0,1.0,0.0,20200425
133,4A363078B39799B04B0476878A02C27E227D4B856F7039C5233917CF2AA2EE7F,1.0,1.0,1.0,0.0,1.0,0.0,20200425
134,8A0F6775A67F12D8FC7E36BC4BB6DE8552F63405A3516C476D3F5D768F5D9C2A,1.0,1.0,1.0,0.0,1.0,0.0,20200425
135,0EB78B24565147FDC1091C2B89C96A12047F9E4F8F91D4BFF817A02476F956B2,1.0,1.0,1.0,0.0,1.0,0.0,20200425
136,1E480B6A00737BB628A37BC4EEBAB8FE0422B6023CB105B3129977761EAC039C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
137,F95E7DB6326CD9C85101DC6FA2CFFB5D0176A0A1389370DC94CC2D286D4024BB,1.0,1.0,1.0,0.0,1.0,0.0,20200425
138,61E0B9CAFD36631DE025BC5C0359F92C0A734E9D88C0DB482F262DB1BBE8FDEB,1.0,1.0,1.0,0.0,1.0,0.0,20200425
139,7E9F3E7C3CDE2757FC401314E7F2E03E2BE8D50257A64A96AA2EE5FDAD9BB47C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
140,8052E6ED78FF1E030EE35F2089A995FE90FB1F555707ABECE71C5560C8861A7E,1.0,1.0,1.0,0.0,1.0,0.0,20200425
141,C9DB1F403EBC723D58CF82FD931C32980C67FDF2B46AFCCA56D76569202685FE,1.0,1.0,1.0,0.0,1.0,0.0,20200425
142,5E8ED6B2A384D6CDA1484C94BD7501CF4D016739D5FCF1C43523E2A64795C4F0,1.0,1.0,1.0,0.0,1.0,0.0,20200425
143,B0690F28A90460E635310144A9FC05BE8CFBD92E19703980E6CB2685681E29F0,1.0,1.0,1.0,0.0,1.0,0.0,20200425
144,324036DC92770E0359EFF26F9D8A43315CD1655891E307AC46BA604F82A21AE4,1.0,1.0,1.0,0.0,1.0,0.0,20200425
145,21E3F4412481F95B719B74F4B1897AB6E5B9C05B3533530020B41651F27152B1,1.0,1.0,1.0,0.0,1.0,0.0,20200425
146,85964E5CD8FF5120F6233381AB449AEFFB0B8559AA4CA8EE32285938588B43FC,1.0,1.0,1.0,0.0,1.0,0.0,20200425
147,1DC100EBAAF88E55D1CEF53D8F14B4249EAB1D3641519DF283A4BB3CEC2F340C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
148,EAA4771FB51E9C131532801C5EEDFDE0C3478D0626EFDE2A8B3BE551E9E74536,1.0,1.0,1.0,0.0,1.0,0.0,20200425
149,8C77A2D34A452EAB4CF7363EA47C5BADB4F92B47B4F9CB5EB337A59596D75190,1.0,1.0,1.0,0.0,1.0,0.0,20200425
150,87945985477C95EF1D39F2ABA604410514CCF2B1C8EE93B3D3CF4273192581F4,1.0,1.0,1.0,0.0,1.0,0.0,20200425
151,E52885B0016E2CEEB2362654B62D4A870C41FF732D80261B199E35291D33012C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
152,644D439A4AF362262EDF50659F219073AD4B7B8B1AFE978F4D0E22A00E21BC4E,1.0,1.0,1.0,0.0,1.0,0.0,20200425
153,D93A2E241273409C78D2BA09FD9C5EF8BD90F8C8A40F421800A928667D028A65,1.0,1.0,1.0,0.0,1.0,0.0,20200425
154,C5A117EDD46AC16E4B947986FE4224584890802E90E481A43B49B6DF0AE246E1,1.0,1.0,1.0,0.0,1.0,0.0,20200425
155,F0B3F1757ADFF9CDE6D14A2986A8250694F7930F548ED5952DDEEFA4844C034E,1.0,1.0,1.0,0.0,1.0,0.0,20200425
156,7266E28B2AD7ACB1B572DEB9AABB9B2808272F1C4A539C1FDF40D8D44560470F,1.0,1.0,1.0,0.0,1.0,0.0,20200425
157,FE9AC99952AE02C2F220ED0D036B636D6F7FF1879072F5F37DBCD06A6D9D1F41,1.0,1.0,1.0,0.0,1.0,0.0,20200425
158,FA4654C2BCDD36DC3ABAFB146C1FA3AEF6661A57F7E59F50D975FACD080759EE,1.0,1.0,1.0,0.0,1.0,0.0,20200425
159,093A73B1332B0A0293FC9865B8D2B3E7B37891B5701C984A890056AA2D62FBA3,1.0,1.0,1.0,0.0,1.0,0.0,20200425
160,A3223F76142379148CDBF3939BD349C4E8C6CCE5896A9C9CD1E5AEB73DD8A98D,1.0,1.0,1.0,0.0,1.0,0.0,20200425
161,ABAC28405B66FDEBF9EFC31F543B412FD48A10CB44B2E69CDCFACB58D75023BE,1.0,1.0,1.0,0.0,1.0,0.0,20200425
162,25BCC086D793A7EB951954AABE2545B6521FF63809B1F25DCAD8D687C7E08710,1.0,1.0,1.0,0.0,1.0,0.0,20200425
163,3FFE0908BD82D6418C217CA49093FD9B8451BAEB7B8B2CB04FFAFE8964C86F17,1.0,1.0,1.0,0.0,1.0,0.0,20200425
164,62FB52977A4FEE86DF4C60791F1A9546EB4D47B07715B1DBA426C57E812E9D0A,1.0,1.0,1.0,0.0,1.0,0.0,20200425
165,9B0E763CE36949DF949E92CCAE1E0B882501F35300C4B5F481F67829C45C02D8,1.0,1.0,1.0,0.0,1.0,0.0,20200425
166,44FEDBCE555A2AA03AC4679CC94ADEA609114DE4AE2951F27BA9695AE46DD416,1.0,1.0,1.0,0.0,1.0,0.0,20200425
167,4BAE18C8082AC869C8596C6C17EE227D069F4E53E1998B9F27E98EF4C74FC520,1.0,1.0,1.0,0.0,1.0,0.0,20200425
168,A9C0B8ACCF9AC3FE4B32B62D1D64A7B6E78D75B94B042AFE5A67369F681B1F0C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
169,5A47249940E206AB8FD7A0D34945FFA171F8AB06399C2F583203B030D87EF44B,1.0,1.0,1.0,0.0,1.0,0.0,20200425
170,B5CB035FAF768CC9EDA08B742D5A67BB3B56FD412B1E3A8E96E409FB3467F449,1.0,1.0,1.0,0.0,1.0,0.0,20200425
171,BE036CA27A249B8CE576CF08CE99FFDAFEB66893EAFF7AE0A0FF53E3BE711817,1.0,1.0,1.0,0.0,1.0,0.0,20200425
172,01D993B37DB8A0D22B4DBEABEECE9AF66426DFF8A5A6FB6FAF22B4872ED2294C,1.0,1.0,1.0,0.0,1.0,0.0,20200425
173,26EF11285473CDBC49A4FBE2BE3BB66C68DACD15C4CD66D7E3A192ACD6CC6B71,1.0,1.0,1.0,0.0,1.0,0.0,20200425
174,DD3FB45ACAB81B87D023EC397D94A25DBBFD1F43C4A22CE81D3A02BB1A95A1C9,1.0,1.0,1.0,0.0,1.0,0.0,20200425
175,6375ED47183C3B66E83B449F614F6013D3D0E7A14ACB10FBC044B402D72EB618,1.0,1.0,1.0,0.0,1.0,0.0,20200425
176,A9DBB173A639A0CA0998CA8122DCDE0C34D1BDEC129C1F1D552B28737F3BE39D,1.0,1.0,1.0,0.0,1.0,0.0,20200425
177,7C67C1DD701E782160257913A9871209055D424AAAEBD956508DA2A2E4F177AB,1.0,1.0,1.0,0.0,1.0,0.0,20200425
178,8E9BE212EB516C06754A05B861BB7E785A3451D536E7BD8F0350B066FF027E18,1.0,1.0,1.0,0.0,1.0,0.0,20200425
179,966FE7AE1ECA76A255195667CD829381E6869CE751E39B22365AD05F57C2C515,1.0,1.0,1.0,0.0,1.0,0.0,20200425
180,14DAF3BBBB8CD6941A29C02694EB1233F5DAFCDB4F134555BCB4E02DC24E91B9,1.0,1.0,1.0,0.0,1.0,0.0,20200425
181,AF6BCF173C7194C369572C81E18BB6025F964BDB4870D893C72E89A353D63C6E,1.0,1.0,1.0,0.0,1.0,0.0,20200425
182,A821C0787F1C9C9569E8BEC1B483EA965E3EA0F0C4967DC0EEE5822578CBF7FC,1.0,1.0,1.0,0.0,1.0,0.0,20200425
